Price,Close,High,Low,Open,Volume
Ticker,WYNN,WYNN,WYNN,WYNN,WYNN
Date,,,,,
2010-02-18,39.62677001953125,40.47030294829474,39.27529938789365,40.44474082729687,3167400
2010-02-19,39.78014373779297,40.34249825954454,39.20500815444042,39.40311095264813,2159100
2010-02-22,40.272212982177734,40.61729441224315,39.952693681244305,40.01020725292187,1679400
2010-02-23,40.6939582824707,40.81537467932951,39.77374402742542,40.32331490615813,3269700
2010-02-24,40.483089447021484,41.28188760057549,40.106056621034455,40.84095189739954,3057100
2010-02-25,40.131622314453125,40.265819831122265,39.32643477669954,39.869616594306294,3694500
2010-02-26,40.62367248535156,41.217978415666266,39.09637103952234,39.93351225392237,3955800
2010-03-01,42.317138671875,42.68778224575354,40.91764251819992,41.230770080383884,3104700
2010-03-02,42.73250198364258,42.975334834225826,42.3490750215435,42.81557522517666,2190100
2010-03-03,42.412986755371094,43.16705237603783,42.27878925620288,42.802800628159304,1960500
2010-03-04,42.10624313354492,42.66859521508235,41.72282103815683,42.54078947511181,1430300
2010-03-05,43.28845977783203,43.49295187046798,42.387418170599794,42.52800739843877,1815000
2010-03-08,44.087257385253906,44.69434678412798,43.17343228788592,43.50573498264302,2215700
2010-03-09,44.58570861816406,45.67207686232233,43.678275227808385,43.9019377007163,3054100
2010-03-10,45.34616470336914,45.9404706159507,44.13199075690963,44.687955925284676,2586700
2010-03-11,45.4931526184082,45.518714743602104,44.61127636338756,44.911625240069846,1938600
2010-03-12,45.672080993652344,46.29194909997975,45.18001863326852,45.876573112448085,1888700
2010-03-15,45.033042907714844,45.49315139790748,44.27897729889397,45.00108903321052,2047000
2010-03-16,47.05240249633789,47.16104274553777,44.91162451934094,45.34617088971009,3435000
2010-03-17,46.528377532958984,48.13875679549603,46.311106848991884,47.38469139885812,3254200
2010-03-18,46.01716613769531,46.5092236630155,45.82545262755769,46.34307227926136,1713200
2010-03-19,45.85100173950195,46.5219939590508,45.62094754282668,46.47726146944593,2490000
2010-03-22,48.91201400756836,49.13567653780182,44.89885246345649,45.307836768876975,4878700
2010-03-23,48.777809143066406,49.467971882823015,47.72978640883308,49.1484526376183,3299600
2010-03-24,48.44550323486328,49.36572016112605,48.11959713637558,48.47106535786796,3633000
2010-03-25,47.55084228515625,49.327367980646656,47.48054768205624,48.7650111558466,3156500
2010-03-26,48.96951675415039,49.81304734906092,47.806466920630164,47.94066441578904,3085700
2010-03-29,49.110111236572266,49.60856052188435,48.47746444178979,49.301824750374074,2360800
2010-03-30,49.365718841552734,49.80026517006377,48.63721541956016,49.122885992713975,2786400
2010-03-31,48.45828628540039,49.167619346913746,48.17710781042893,48.89921949558808,2959100
2010-04-01,49.461578369140625,49.742751979570805,48.08764468865516,48.70112103251636,3374300
2010-04-05,52.5800895690918,52.62482207125845,49.71080792902649,49.717199679472316,3756800
2010-04-06,52.23500442504883,53.16800002856107,51.9666094313282,52.45228004530605,3300000
2010-04-07,52.18387222290039,53.13603796681918,51.55761251603283,51.93464278945602,2535700
2010-04-08,55.10427474975586,55.53882098873975,51.67263732386208,51.98576472570368,5253800
2010-04-09,55.70496368408203,55.858336376080636,54.03068657130132,55.385444555630755,3797000
2010-04-12,55.53244400024414,56.45904783125564,55.29599801124857,55.788060363257294,2865700
2010-04-13,56.26093292236328,56.669917047271596,55.33432445540277,55.628286365938756,2695300
2010-04-14,55.219322204589844,56.855259295666926,54.66335692341422,56.46544539889042,4438400
2010-04-15,54.96370315551758,55.864744911915245,54.196854024575586,54.62501352809587,3168300
2010-04-16,53.56419372558594,55.32794091773975,52.976279620026546,54.85504903348596,3162900
2010-04-19,52.98267364501953,54.63778068459343,51.63430229305758,53.359703943433345,3611400
2010-04-20,55.32155227661133,55.52604436287821,53.826204809936506,54.637781406080585,3399600
2010-04-21,54.91255569458008,55.71774523531464,53.845363012904585,55.66662100643233,2585300
2010-04-22,57.46232986450195,57.56457834536138,53.80702955686793,54.15211086655463,3898700
2010-04-23,57.19394302368164,59.2005234279939,56.874423788912466,57.39204338908601,3740700
2010-04-26,58.86822509765625,59.002422590127516,57.28340756068188,58.037473143718,3659500
2010-04-27,56.491004943847656,58.67651546573697,56.16509394043286,58.55509658936193,3280400
2010-04-28,56.727447509765625,57.992745929807676,55.762502850918885,57.8138159235441,2232300
2010-04-29,59.526424407958984,59.737308237577686,57.27700664297778,57.46232835305399,3553200
2010-04-30,56.388771057128906,60.0632434214536,56.152329868774025,58.465646741312426,4283600
2010-05-03,58.71486282348633,58.791549208060026,56.235394894666115,57.09809600034107,3624600
2010-05-04,56.024497985839844,57.81380753996183,55.32155668796203,57.77546679431572,3986100
2010-05-05,54.68252182006836,56.855253598614624,53.55142587054038,54.94452993365446,3776900
2010-05-06,51.47454071044922,55.3854522669019,45.37172255714942,54.32465114799617,6139400
2010-05-07,49.19317626953125,53.340533959566216,48.50301365418103,52.695103835462255,7202800
2010-05-10,53.12323760986328,53.61049049146573,52.31542452298352,52.98219033692357,3115300
2010-05-11,54.03363800048828,55.206889755491034,51.744837882240404,52.07181072523625,3403800
2010-05-12,54.99531173706055,55.27099372781245,54.33495845235176,54.80938621851987,2110100
2010-05-13,54.31573486328125,56.31602788875487,54.19392039111295,54.77092987590792,1989700
2010-05-14,52.70652770996094,53.76437775391794,52.00770855381721,53.495108256579755,2191100
2010-05-17,52.161582946777344,53.34124274127883,50.424146356684375,52.411619639989354,2979200
2010-05-18,51.78330612182617,54.97608870245974,51.49480382278946,53.30917620403944,3681300
2010-05-19,51.55250549316406,53.097603466758365,50.11639194718902,51.174241827211894,3265600
2010-05-20,47.955810546875,50.50105456785942,47.44291224177101,49.712479171110914,4921100
2010-05-21,50.44336700439453,50.76392729168953,46.50047449239376,46.85309276496297,4073500
2010-05-24,49.17393493652344,51.757654373546245,49.039300233427475,50.94984126360977,2405700
2010-05-25,51.01396179199219,51.270410989380494,46.66075268553501,47.26340756569328,4174900
2010-05-26,50.37924575805664,52.5013528664464,50.013807299944794,51.898698082719186,3925300
2010-05-27,54.16827392578125,54.25162272779248,51.53326807271424,52.11027754626206,3221400
2010-05-28,53.777191162109375,55.129955943827575,52.49495003375936,53.99517469743697,2879200
2010-06-01,52.270572662353516,54.4183261430611,52.19364130474298,52.94375138962386,2540900
2010-06-02,53.334835052490234,53.35406789175721,51.93077908964515,52.9437510161851,2404500
2010-06-03,53.95671463012695,54.49525361208664,52.80910811415602,53.54639292640623,1999000
2010-06-04,51.1678352355957,53.91824328873593,50.64852909742759,52.450076478568555,3096600
2010-06-07,48.468711853027344,51.93076374782106,48.321256867967605,51.70637253705957,2586600
2010-06-08,49.98175811767578,50.1676836664702,47.808359817236045,49.212415404574905,3709000
2010-06-09,49.456058502197266,51.64228279491639,49.013683581548435,50.58443248848338,4119800
2010-06-10,52.148765563964844,52.20005640389835,50.340805032900306,50.54596350127061,3020300
2010-06-11,53.10401153564453,53.11683179328788,51.071660749573084,51.32810503332933,1837300
2010-06-14,52.93732452392578,54.77734229480988,52.70010815547538,53.73872522514263,2948300
2010-06-15,54.431121826171875,54.64269272777572,52.9565429797553,53.27710317320582,2834400
2010-06-16,54.847869873046875,55.68132372714201,53.87336381146351,53.87336381146351,2592500
2010-06-17,54.847869873046875,55.46975275295274,53.98235314070209,55.1363721895871,1975700
2010-06-18,54.51448440551758,55.32871031519582,54.20674925346188,54.835044708870136,2148100
2010-06-21,55.687740325927734,56.739177805822685,55.16843416209346,55.75826398908577,2912500
2010-06-22,54.142616271972656,56.41859566737104,54.06568495380606,56.05315723199817,2168600
2010-06-23,54.9889030456543,55.50180140138595,53.61690556913754,54.39907336051576,1827100
2010-06-24,55.15560531616211,56.6878831833221,55.02097057497557,55.610800362467685,3908500
2010-06-25,57.08536911010742,57.14306760644861,54.76451117161428,55.33510801734041,4954400
2010-06-28,54.55936050415039,57.47004853095164,54.49524942427655,57.123842829998694,2803900
2010-06-29,50.36002731323242,53.21301215283343,50.09716550775613,53.046319419881684,5325300
2010-06-30,48.89824676513672,51.88586993316501,48.61615713828363,50.8857237560239,3424700
2010-07-01,48.808494567871094,49.90480987112432,46.987714969399676,49.36627107992365,3886500
2010-07-02,47.94941329956055,49.34064391579719,46.87874300363809,49.327823655184034,2525000
2010-07-06,48.058380126953125,49.674006123839774,47.462138014757336,48.853367979427496,2301300
2010-07-07,50.32796096801758,50.45618311585013,48.19302845621188,48.648223439787266,2754300
2010-07-08,50.5523681640625,51.353769069933385,49.3085972842777,50.866515949582265,2045100
2010-07-09,51.03318405151367,51.565315169846265,50.4561746997892,50.61645480352596,2636400
2010-07-12,49.88557815551758,51.28963343606526,49.10982303676037,50.85367135620428,2251600
2010-07-13,52.071815490722656,52.603946758317676,49.36628579812934,50.64211441216199,3203100
2010-07-14,53.3861083984375,53.437399218624115,51.64226453434931,52.167983212857465,3168600
2010-07-15,53.225833892822266,53.85413427826816,52.15516358764557,53.392526630407886,2589700
2010-07-16,51.01396179199219,53.386105862270384,50.77674542841973,53.22582572532289,2445800
2010-07-19,51.29606246948242,51.629443041591884,49.603504414300474,51.289649893664304,2146400
2010-07-20,53.37326431274414,53.43096279117556,50.00738277950803,50.04584843179563,2730400
2010-07-21,52.546234130859375,54.46318300293627,52.26413955347348,53.84130024398452,2970600
2010-07-22,54.80299377441406,55.13637435084771,53.347647200641624,53.584863595367075,2480800
2010-07-23,56.21345901489258,56.726357493510875,54.28368448101016,54.49525547029239,2187600
2010-07-26,56.82893753051758,57.16873071336173,55.296659473799004,56.12370575028369,1945800
2010-07-27,56.11729049682617,57.284129900492914,55.67491567690246,57.12384973575098,1911800
2010-07-28,56.33525085449219,57.1879372621805,55.59796142216704,56.06597657123018,2300100
2010-07-29,56.32243347167969,57.59185418063333,54.97608143521202,56.88662262737513,3530800
2010-07-30,56.21345901489258,56.219871590999965,53.37970690436435,54.17469514399655,5578500
2010-08-02,57.207176208496094,57.91240767964601,56.405775697789245,57.05971636232739,3340900
2010-08-03,58.66252136230469,58.75869040838392,56.23267426208309,56.90585269327683,2979900
2010-08-04,58.96387481689453,59.21391151238953,58.021426553245824,58.89335114469204,2241700
2010-08-05,57.89958953857422,59.265179304535486,57.53415105712567,58.43172071600174,2508800
2010-08-06,58.67536163330078,58.80358870226494,56.88022669006541,57.19437444914316,2178000
2010-08-09,60.111480712890625,60.25252805540127,58.290695305314074,58.98310686416838,2095600
2010-08-10,58.78080749511719,59.60363513981292,58.04797631753257,59.1793618767694,2546300
2010-08-11,56.04875564575195,57.58513009274114,55.926615490776825,56.89086748199711,2355800
2010-08-12,55.881614685058594,56.64658946558881,54.99450465962184,55.27092374720879,2226900
2010-08-13,56.09373474121094,56.72370974742598,55.7337441189362,55.77231752044559,1746400
2010-08-16,56.113037109375,56.52445089245049,55.168069390472525,55.34806230751315,1687200
2010-08-17,57.565853118896484,58.632956240512044,56.5951712850475,56.8201624639026,2355500
2010-08-18,57.803680419921875,58.49794289730675,57.09013369112713,57.45012436705168,2289400
2010-08-19,55.624481201171875,57.63012706472388,55.303063877781824,57.469418403028854,2009900
2010-08-20,56.31230926513672,56.47944763226046,54.673083998583486,55.63090616719654,1922700
2010-08-23,55.3351936340332,57.04513081345987,55.303049948014916,56.94227984618957,1886200
2010-08-24,52.96955490112305,55.348040190620885,52.744563844727935,54.73734947977169,2959700
2010-08-25,54.19095993041992,54.39023709137053,51.748186435063715,52.49387694155058,2850700
2010-08-26,52.6224365234375,54.70521908697348,52.29458953051661,54.454514005457035,2380200
2010-08-27,54.2166748046875,54.711660257034254,51.74819197634435,53.20099973302265,2595100
2010-08-30,52.558162689208984,54.197388114399104,52.558162689208984,54.197388114399104,1532600
2010-08-31,51.818904876708984,53.43242132569609,51.42677532251962,52.313885431234866,4180800
2010-09-01,53.0788459777832,53.3038370782918,51.35604927262887,52.24958886067597,3247200
2010-09-02,54.42879867553711,54.550938806100554,52.83457178183766,53.19455755052368,1909500
2010-09-03,56.44731903076172,56.94230454529438,55.41235466885528,55.4637826270166,3212300
2010-09-07,55.714454650878906,56.53085706162455,55.46374963452385,56.01015787774802,1905700
2010-09-08,56.83943557739258,57.533698139832424,55.99089408033461,56.151602734356494,1625700
2010-09-09,57.10942459106445,58.227960347436486,56.8651492040378,57.74583438830888,2152700
2010-09-10,57.565853118896484,57.752270878205096,56.83944672145591,57.28300426294158,1409300
2010-09-13,58.42081069946289,58.710089232017175,58.02868117414465,58.49795262236519,1580800
2010-09-14,57.938697814941406,58.81938324219904,57.82298735664799,58.48511130959598,1472300
2010-09-15,58.03511428833008,58.337247373487095,57.4501372781992,57.726556387551426,1619200
2010-09-16,57.73297119140625,58.247240809441124,57.289418672900695,58.02867450522281,1192400
2010-09-17,59.082923889160156,59.288630742174334,57.861537303696764,58.1636703169072,4244900
2010-09-20,61.0242919921875,61.15285695719163,58.67794459756919,59.59076860064007,3151900
2010-09-21,59.61005783081055,61.63498300646669,59.140786389548985,61.069290293556016,3427300
2010-09-22,58.613677978515625,60.29147721943307,58.24083261288056,59.5586459308071,2761600
2010-09-23,55.95873260498047,58.49792634729143,55.3223230618758,58.03508482664691,4474200
2010-09-24,57.983673095703125,58.13795691529996,56.03588523934718,57.270126369492175,4416300
2010-09-27,56.003746032714844,57.59797292101421,55.92660412349846,57.527260730342086,3914200
2010-09-28,56.3380241394043,57.12871285799251,55.33520372948257,56.62087293376736,3144300
2010-09-29,55.59233093261719,56.27373394808533,55.10377532869985,55.96517122339066,2516900
2010-09-30,55.77876281738281,57.01300912574838,55.22592950673119,56.151608107456155,2619000
2010-10-01,55.98446273803711,56.53087606942304,55.155210423229065,56.31230975598091,2243800
2010-10-04,58.18295669555664,59.2436346876234,56.31873551320271,56.35087920258956,4713700
2010-10-05,59.59717559814453,59.912163075419556,58.49792938181001,59.10862008940568,2720100
2010-10-06,57.96439743041992,59.45577357636686,57.572267913626895,59.172929674085914,2667800
2010-10-07,57.38581085205078,58.49791625305524,56.92297431570895,58.32435316498156,1781700
2010-10-08,60.33002471923828,60.567875280883584,57.13513605248627,57.533695260109525,4291700
2010-10-11,65.42768859863281,66.05123879090661,61.10141555861856,61.28783323054185,9281500
2010-10-12,65.800537109375,67.2276304254624,64.16130723993672,64.36701407530909,7210600
2010-10-13,65.6912612915039,66.76479376485347,64.28345212064164,65.3698440309007,5018600
2010-10-14,65.30554962158203,66.04481022223597,64.48915202553171,65.76196639838642,2820600
2010-10-15,65.53054809570312,66.29551778762553,64.4762999467289,65.89053383307838,2742700
2010-10-18,65.5948486328125,65.87126772999987,64.90058602995502,65.07415413288899,1548600
2010-10-19,62.927066802978516,64.69486162152144,62.54779681422129,64.59201065511391,2768600
2010-10-20,65.0291519165039,65.88411822588357,63.35135318134735,63.56991459601074,2777300
2010-10-21,66.36624145507812,69.01472172176751,65.3762756015744,66.2119625272865,4911100
2010-10-22,67.12478637695312,67.6776245139592,65.9483979060375,66.17339393496965,1948900
2010-10-25,66.43694305419922,68.26902035584669,66.3726605865768,67.01549507167681,1809300
2010-10-26,67.57476043701172,67.96046013347242,65.69768007987753,66.01909731100108,1830400
2010-10-27,67.2019271850586,67.4269183058428,66.03839817154694,67.24692540921544,1515800
2010-10-28,68.8154296875,70.06895490055133,67.94117444500966,70.04967065180249,2346800
2010-10-29,68.88615417480469,69.72183616464324,68.14689344593477,68.39759853333017,1471500
2010-11-01,70.23612213134766,71.42536536977597,69.54828918446125,69.9854169855767,2399300
2010-11-02,72.36390686035156,73.25744676122349,69.9661311097814,71.82392803008646,6128200
2010-11-03,71.44462585449219,72.28673747909191,69.74754316882242,70.18467082449118,5311700
2010-11-04,72.33174133300781,73.013149290319,69.59969449834212,70.71180042664129,5402900
2010-11-05,72.685302734375,74.20882239106163,72.33174176833852,72.33174176833852,4887700
2010-11-08,74.91593933105469,75.16664441415512,72.08103660061978,72.62102017498576,5250300
2010-11-09,73.19956970214844,75.53305728062443,72.64030189540902,75.53305728062443,3142000
2010-11-10,73.44387817382812,74.04814447395717,72.03606834882133,73.37316595128365,2257300
2010-11-11,73.64311981201172,74.01596500445073,72.56958735860383,72.6274450147455,1696700
2010-11-12,71.35464477539062,73.48242585647952,70.7889520598865,73.32814691669459,2612300
2010-11-15,71.830322265625,73.66882924118354,71.7660397995474,71.99746060097699,2052500
2010-11-16,69.46471405029297,72.68531717492193,69.00830201537579,71.30322163006605,3172100
2010-11-17,67.8190689086914,70.19755561954244,67.67121475216904,69.63829250292856,3531200
2010-11-18,70.0368423461914,70.9753853742566,68.71903408342773,69.36829853836933,3167600
2010-11-19,71.45213317871094,71.94471449915729,70.2449619808128,70.30046544333953,3846900
2010-11-22,72.99231719970703,73.51265023246208,70.91098506868681,71.64638739452153,2173100
2010-11-23,70.52247619628906,71.69495644334155,70.07151981214503,71.53539059998549,1833900
2010-11-24,71.57009887695312,72.4928190508528,71.0220139445178,71.75047723970175,1571000
2010-11-26,70.82775115966797,71.80598009586627,70.76531371766531,70.8208171948474,621200
2010-11-29,70.92483520507812,71.31334868697476,69.6482825896904,70.75832489018025,1755000
2010-11-30,70.1408920288086,71.80595879870314,70.00213867010962,70.10620633568452,2719400
2010-12-01,72.70093536376953,73.77628717244266,71.6672085058665,72.49973927987806,5110100
2010-12-02,71.78514862060547,73.62365979423814,70.56409891120808,72.88825214892417,4642700
2010-12-03,71.69496154785156,72.81888296007854,71.02200184497771,71.1121910109871,2441900
2010-12-06,71.4312973022461,71.86144105625851,71.08440871474892,71.41048483389223,1480900
2010-12-07,70.39759826660156,72.84663180318373,70.30046984764547,72.79806759370568,2139600
2010-12-08,70.38372802734375,70.95956464534734,69.70382901472713,70.61961513903904,2168900
2010-12-09,70.32127380371094,71.79901767858085,70.21720614083814,70.63347149922814,1715900
2010-12-10,70.071533203125,70.74449827979402,69.5650732579392,70.74449827979402,1441400
2010-12-13,69.55811309814453,71.15379770122861,69.48873642724536,70.95260165045049,1582600
2010-12-14,69.10023498535156,70.54329339396374,68.82966219537452,69.57200387689392,1975700
2010-12-15,69.89114379882812,70.71674071680457,69.00310944660251,69.19736629951409,3583100
2010-12-16,73.25594329833984,74.23417184180339,71.47293583124673,71.71576212315382,3979500
2010-12-17,72.81195068359375,74.40764114234902,72.46506191369934,73.51960673831577,2408800
2010-12-20,73.3808364868164,74.23418505520077,72.98538356319969,73.54040762477834,2158200
2010-12-21,73.47795104980469,74.19947473149946,72.95067885801203,74.04684818278349,1621200
2010-12-22,72.15283966064453,73.7138385956104,71.88920619047768,73.69302612337364,1320600
2010-12-23,71.45906829833984,72.56911101911129,71.11911887296948,72.22916159374093,950300
2010-12-27,70.84854888916016,71.1815590718325,69.73156686912307,71.1538073410929,1049200
2010-12-28,70.55022430419922,71.42438000235208,70.06457695656843,71.08443056418152,718400
2010-12-29,71.18850708007812,71.54926903784401,70.50860282612055,70.9109950316648,1719900
2010-12-30,70.56405639648438,71.16764427798581,70.08534858380742,70.8970716777158,784100
2010-12-31,72.0418472290039,72.29160753223913,69.96745415395203,70.47391401692951,1390100
2011-01-03,75.61479949951172,75.68417618286917,73.59590996037123,73.71385085138907,3174100
2011-01-04,77.97364807128906,78.04996401510753,75.85762470741648,75.90619421084818,3656300
2011-01-05,78.97962188720703,79.56933695060376,77.3908761942944,77.3908761942944,2624900
2011-01-06,79.55542755126953,79.81906626589807,78.08462332481467,79.03509466894451,2051200
2011-01-07,82.37220001220703,82.78846542886623,80.04804129074779,80.24230342541723,3966000
2011-01-10,82.35134887695312,83.02431358622792,80.91523033081714,81.91427116051166,2180900
2011-01-11,81.23438262939453,83.18390046841554,80.71404964726487,83.07983281336945,2353900
2011-01-12,81.01929473876953,82.01139627509963,80.16595180831403,81.69225942123745,1969600
2011-01-13,80.97769165039062,82.68438326484663,80.72099213009278,82.15017704413073,2351000
2011-01-14,82.43461608886719,82.43461608886719,80.651608693349,80.74873708897252,1679100
2011-01-18,82.46235656738281,84.4604329530879,82.05302527614435,83.6001507264357,1677000
2011-01-19,81.99061584472656,84.07888736449462,81.35234188760133,82.20568515149445,2457700
2011-01-20,80.64469146728516,81.92817872556344,79.09063141970341,81.54660429369802,1993300
2011-01-21,80.44348907470703,81.92123835482202,80.0549754164729,80.86669372089848,1538300
2011-01-24,80.04801940917969,81.07481209648807,79.43749731784257,80.56835236104328,1449100
2011-01-25,79.65950012207031,79.86763540513634,78.02218546079132,79.60399667417269,1826300
2011-01-26,82.32363891601562,82.72602583458354,79.68034309868834,80.27005290235536,2000800
2011-01-27,82.46932220458984,83.24634951217573,81.10257986708054,82.35137602274423,1681300
2011-01-28,79.4444351196289,83.77360371788897,79.36811919796996,82.86475720571477,2190000
2011-01-31,80.70713806152344,81.46335299785991,79.58321660299613,79.61790759532997,1794400
2011-02-01,82.68437957763672,82.90638810393158,80.13127887869538,81.17194483815895,2245500
2011-02-02,82.46932220458984,83.0451534291468,81.61597366575,82.89252684594354,1414500
2011-02-03,82.8370132446289,83.9470559003941,81.7824687518263,82.60112620290954,2402600
2011-02-04,81.90733337402344,82.73292992408086,81.43556467300489,81.9142726279928,2198900
2011-02-07,81.8726806640625,82.73296324424012,80.16598872413344,81.04014452473723,2038400
2011-02-08,83.37815856933594,85.25829447226609,82.38605678953581,83.14227152801028,4494700
2011-02-09,84.31475830078125,84.92528574045141,82.29586901731997,82.94801611001178,2411400
2011-02-10,83.35736846923828,84.9114286018162,83.0867956651364,83.82219812827462,3207200
2011-02-11,89.56665802001953,89.75397027806328,82.21261404791898,82.91333063706234,5643900
2011-02-14,88.76880645751953,89.6915315684611,88.1235933347011,89.4833962540935,2078100
2011-02-15,88.94225311279297,89.8441657744877,88.10972241976786,88.4774235640723,1587100
2011-02-16,88.72025299072266,89.9135562719586,88.22767166643027,89.58748004344496,1420000
2011-02-17,89.12263488769531,89.83722464594213,88.49129501624967,88.9144995844911,1292500
2011-02-18,88.59539031982422,89.45567828608097,87.79755037809154,89.12266802884183,1273200
2011-02-22,85.38318634033203,88.06810684466602,85.12648679100087,87.44370611190212,1803000
2011-02-23,83.48918151855469,86.02840970040076,80.72795004230812,85.43869988607491,2631700
2011-02-24,82.76069641113281,83.80830163720056,81.40089351104729,83.33653285201979,1563700
2011-02-25,84.52983093261719,85.64681290475227,83.34347228315906,83.82218035496015,1215300
2011-02-28,85.2860336303711,86.07693923553497,83.94704338775155,85.42478695674717,1196000
2011-03-01,87.29798889160156,87.45755468811787,85.05014688703157,85.86187025745413,3349700
2011-03-02,87.47146606445312,88.10280081967515,86.40304810866755,87.24251822540576,1789600
2011-03-03,90.55875396728516,90.94033361572757,87.93627650882925,87.93627650882925,2434400
2011-03-04,90.75301361083984,91.75205469029592,89.55971571995644,90.55875679941252,2114200
2011-03-07,87.6934585571289,91.25946843822472,86.37528052661654,91.19009705458336,2228600
2011-03-08,88.15137481689453,89.13653767881162,87.30496534932253,87.84611629071483,1632100
2011-03-09,88.86592864990234,89.41401862564601,87.08986051897821,87.90851791553241,1685200
2011-03-10,85.3970718383789,87.79754669983143,84.91836895201497,87.79754669983143,2353900
2011-03-11,85.88272857666016,86.23655662993957,83.69732810762122,84.46048239867052,1779100
2011-03-14,86.02145385742188,86.27815338755008,83.66954901753526,84.97385384909327,1799300
2011-03-15,84.06499481201172,84.62001877348645,81.31763731822343,83.3712175067187,2450800
2011-03-16,81.19970703125,83.9886898331144,80.85975758941139,83.03127893252544,2680700
2011-03-17,81.99061584472656,83.23247806377991,81.72004307392126,83.19085311230269,1272200
2011-03-18,80.79727935791016,83.39200419538668,80.74871517327901,83.39200419538668,2067100
2011-03-21,84.47432708740234,85.08484921714141,81.43557906979676,81.76165525370428,2526500
2011-03-22,82.15018463134766,85.63294485702455,82.01142597522215,84.82122656782099,3390700
2011-03-23,83.92626190185547,84.11357949092675,80.83201500205939,82.31669837341666,1926400
2011-03-24,86.19487762451172,86.59726966982204,84.45350066801701,84.63387892852167,2134200
2011-03-25,88.13050842285156,89.19893113672804,86.742954155832,87.54773817139109,2108400
2011-03-28,86.80542755126953,88.60924767774324,86.47241208044144,88.58149594741579,1551900
2011-03-29,87.33270263671875,88.10973527855019,86.02840294913561,86.85399980026264,1140100
2011-03-30,88.56761932373047,88.60924427107066,87.0968094315303,87.76283505447911,1439000
2011-03-31,88.22074890136719,88.78270697913904,86.78462440376852,87.84610841848522,1428400
2011-04-01,92.27932739257812,94.24966323764316,89.98987046065393,90.19106124704498,3809300
2011-04-04,92.24465942382812,94.65205756687322,91.79369770509415,93.85421769048867,2220500
2011-04-05,92.36952209472656,93.1812403778317,91.34966847554765,91.92550498466385,1693200
2011-04-06,93.17433166503906,95.11691101782627,91.82146749323923,93.65997385668442,2179400
2011-04-07,93.9236068725586,94.58962738353303,92.36260740556797,93.40327371689506,1643000
2011-04-08,91.97410583496094,94.40926151434728,91.43989409372226,94.18724759053661,1627000
2011-04-11,91.55780029296875,92.79272316369027,90.80158550095888,92.32789359650431,1161200
2011-04-12,90.28820037841797,91.09991875566978,89.53198546963691,90.5240821797655,1223000
2011-04-13,93.76398468017578,94.15250880597043,91.32189654952361,91.65490664257618,2038900
