Date,Open,High,Low,Close,Adj Close,Volume,rsi_14,rsi_28,macd_12_26,macd_signal_12_26,macd_19_39,macd_signal_19_39,stoch_k_14,stoch_k_28,adx_14,adx_28,momentum_10,roc_20,williams_r_14,atr_14,atr_28,bb_width,bb_percent_b,std_20,donchian_width,tr_norm,obv,mfi_14,cmf_20,vol_sma_20,vol_zscore_20,vol_spike_ratio,vwap_dev,fwd_ret,target
<<<<<<< HEAD
2010-03-11,-1.539059475724923,-1.5507519584151217,-1.5150374431283855,-1.5136541177770457,-1.7294955245824264,-0.30647630396329417,0.8084974218951382,0.9948918020748716,0.362560997435299,0.0721873617180031,0.09004237483319648,-0.14027768514630304,0.9063589616637594,0.9137450585742056,2.0469741556450898,5.618547882101569,0.8635186590722597,1.4117495709194567,0.935015953657189,-1.064273956191626,-0.9855136426454326,0.13502958972911838,0.7570661654983282,-0.49368729041465903,-0.6736343652650456,0.04529305909076394,0.4906114078364734,1.7313020870830504,1.5147908865111752,0.07447098124357074,-0.8040232510757478,-0.4787974655037191,0.8559142273330557,0.01151846701366721,2
2010-03-12,-1.4990299469140462,-1.5189097037785204,-1.4912101736704806,-1.5062297572723569,-1.7244372605007587,-0.33539105427138954,0.8156363238617161,0.9974020929621747,0.4243115268759088,0.14839824013946992,0.144825445201966,-0.08222940677216282,0.9331950488432195,0.9367293691823512,2.1509768755004277,5.614670300617804,0.811339591832993,0.8476494882414833,0.914221067623728,-1.0899608327368273,-1.0007889092976028,0.32589598637652784,0.7314464487986294,-0.40286944588065315,-0.6394296618600878,-0.004440611547854913,0.5195300356241422,1.7453734457295245,1.2140165734018253,0.026894611355429428,-0.7937715221729269,-0.5530309434431109,-0.11414824234225308,0.003917710571071931,2
2010-03-15,-1.5353481501135386,-1.5518046198214515,-1.528958913497532,-1.5327454461026182,-1.7425025047696596,-0.24366349968679032,0.7470397871513699,0.9641023088946103,0.4425258124668421,0.21324506424420925,0.17741236435110744,-0.0290774985709507,0.9032847076239513,0.9103656088950739,2.1373542413897706,5.588958253965713,0.4226599537587197,1.0157072568390608,0.8253754907254605,-1.0922950283846757,-1.00502144461985,0.3697423586363646,0.6673997080360742,-0.37718773942216993,-0.6394296618600878,0.025719680574832867,0.48818761433894176,1.3449067110647521,1.317509679681246,-0.02558228766249221,-0.5218177041788701,-0.32833644639482484,0.302551295042697,0.08613593855084156,2
2010-03-16,-1.5210329503615945,-1.4831200190618408,-1.5024544617673967,-1.4489559745942908,-1.685415888576596,0.560618532931174,0.8296329732001293,0.9939554691590675,0.5292165841298266,0.2835804164977006,0.2457755845796759,0.02752764887860906,0.9208967561357487,0.9256330525498474,2.191567068638523,5.573186595239627,0.6899430629761849,1.1726407200880737,0.9869248405648002,-1.0289297305161065,-0.9771336432736261,0.6182564617376923,0.7527872384800426,-0.2566911587991703,-0.5102134237504381,0.018239853220319947,0.540782248982158,1.3802958400310852,1.500595060785999,0.0443293705686205,1.1842442509987283,1.219122160992406,1.9661205988188746,0.03666989920349861,2
2010-03-17,-1.4364673119620281,-1.4428566739492346,-1.4438232100027533,-1.470698831343159,-1.7002293069182268,0.45585326528180226,0.7782099836497753,0.9671583084295878,0.570223260212543,0.34857969496436486,0.2918450014218389,0.08230260415098353,0.8896879437267211,0.8969972326374944,2.27437235251783,5.562964686553897,0.6558670866549954,1.1352568575093707,0.8222377465026272,-1.0023679410265451,-0.9659878869988198,0.743175088398104,0.6943323212654643,-0.19186757429869952,-0.3648453370978943,0.08616507941926337,0.49095591417693113,1.962702740978395,1.190862304006839,0.11985601863434452,0.8618615284102865,0.8045689897352635,-1.3123382080984733,0.041203132819579436,2
2010-03-18,-1.4796780636906959,-1.5099623829866675,-1.4641701629323502,-1.4919112610281775,-1.7146812435158698,-0.4370852161766149,0.7292972822692304,0.941015941695176,0.5754645474498988,0.401695074107616,0.3188869497117113,0.13169352518645364,0.8493475696232147,0.8760102213752036,2.29730376909794,5.541445991595544,0.6217919227691662,1.429064873621693,0.7064782530902722,-1.063776157564297,-0.9972294838728499,0.6848201768887943,0.6497847769471741,-0.2097123156753656,-0.3648453370978943,0.018324973390826994,0.46472443584483275,1.5852860386677208,1.2968592062067201,0.05012657185815515,-1.0329856639782768,-0.8708820214621089,-0.28001888355345145,0.033328724547716515,2
2010-03-19,-1.4741108730215424,-1.5094359518961855,-1.4727372687570361,-1.4988053967676678,-1.719378996419091,0.013034584210729987,0.7132799223546245,0.9324154280151924,0.5659680420621194,0.44216541503024237,0.33665376271009884,0.17486643275914465,0.7328903013711817,0.7982761526056812,2.2957192865179,5.515729940002215,0.3971031746266676,1.3466467174239547,0.6436844069937274,-1.1056372989913628,-1.0199593537071387,0.582222800231141,0.6273304842381431,-0.24904199987922046,-0.3648453370978943,-0.038184998069743244,0.4265990675008419,1.0927593282237509,1.130949484409426,0.06599335355134801,-0.05931294923756056,-0.12381008312998634,-0.41717387562987823,0.06801389900234112,2
2010-03-22,-1.5226234606944515,-1.4018038829755393,-1.502989816519477,-1.3717952229948773,-1.6328450981679867,1.3971761485583751,0.8342907030505746,0.980671200214573,0.6698188092774474,0.4966532263936273,0.4130676077396679,0.22514690233303244,0.7830978428543955,0.8451917831426397,2.383172480858149,5.505170962792956,0.774069119674717,1.936403079864569,0.9702169887251075,-0.8892250739067911,-0.9173413283379186,0.7296646426667361,0.7639418313378146,-0.16786858517576228,-0.21662700951228078,0.13075020214903518,0.5012987600871182,1.250792827205818,1.5876180925651682,0.2194010134819371,2.3869564243496377,1.5062300232981103,3.5597254347331444,0.0040501379002579885,2
2010-03-23,-1.3633008028694502,-1.3881194854678849,-1.3843888239820323,-1.377363493373394,-1.6366389310300071,0.4821604729769432,0.8219317137932869,0.9738177494654365,0.7377407584072048,0.5547051770389629,0.473236589511419,0.2777667901651007,0.8525766158782834,0.8960823956232778,2.4736230828221193,5.496675817394683,0.6686466948740619,1.7851126178285868,0.9112565768020611,-0.8794888451586292,-0.911671050459598,0.8074176880862599,0.725109980632698,-0.11931409893930323,-0.1672204170615773,0.15195097076722655,0.4507772880438122,1.63024430795413,1.3693933081720848,0.22083472992988654,0.6581410232373734,0.13544828446289803,0.33881889283627437,0.012052903797665326,2
2010-03-24,-1.3914010996797452,-1.3923301310932046,-1.3680577465887382,-1.3911517648523748,-1.6460329270678298,0.6753504079011717,0.7903349249965372,0.9565083409876829,0.769079070176796,0.6078191802316322,0.5151229274032031,0.32849177468013874,0.9245918475965738,0.9446975014941786,2.557612927502949,5.488484070046349,0.4865523078065299,1.766403660245483,0.8559385645033488,-0.9081050462741789,-0.9245736766993976,0.764331179266119,0.687551626088601,-0.12825742402135404,-0.1672204170615773,0.1271832229510272,0.3951509976045678,1.3179902740188265,1.2795921436254543,0.2484493554273473,0.9678331965974797,0.356121871145238,-0.5346133962313787,0.00026387380431547314,1
2010-03-25,-1.3792067152063285,-1.3939090228153823,-1.394829977822871,-1.4282735673758196,-1.6713247866792464,0.3992406178849902,0.7085927987023263,0.9102829800979828,0.7496532815250286,0.6461743124646927,0.5295512529337028,0.372044165671491,0.8314552644109646,0.8898348991689488,2.562455503323499,5.464582449780252,0.31297793036349586,1.6539051065145312,0.6957107971083499,-0.8887065039544684,-0.9145893655383024,0.5561721422595184,0.6292899072986305,-0.2182138277839665,-0.1672204170615773,0.20371067211522284,0.34682058588657305,0.8861483261099308,0.6329267069565246,0.22265204944083247,0.5004258180547999,-0.2859384040048667,-1.5717486304474002,0.04018274044639081,2
